Country/Region,date,confirmed_so_far,rank,Continent
Lebanon,03/31/21,468400,40.0,Asia
Lesotho,03/31/21,10706,133.0,Africa
Liberia,03/31/21,2042,165.0,Africa
Libya,03/31/21,158957,77.0,Africa
Liechtenstein,03/31/21,2670,159.0,Europe
Lithuania,03/31/21,216119,64.0,Europe
Luxembourg,03/31/21,61642,100.0,Europe
Madagascar,03/31/21,24426,118.0,Africa
Malawi,03/31/21,33551,112.0,Africa
Malaysia,03/31/21,345500,45.0,Asia
Maldives,03/31/21,24079,119.0,Asia
Mali,03/31/21,10042,137.0,Africa
Malta,03/31/21,29033,115.0,Europe
Marshall Islands,03/31/21,4,179.0,Oceania
Mauritania,03/31/21,17847,124.0,Africa
Mauritius,03/31/21,1028,169.0,Africa
Mexico,03/31/21,2238887,14.0,North America
Moldova,03/31/21,230241,62.0,Europe
Monaco,03/31/21,2288,163.0,Europe
Mongolia,03/31/21,8841,140.0,Asia
Montenegro,03/31/21,91218,90.0,Europe
Morocco,03/31/21,496097,38.0,Africa
Mozambique,03/31/21,67579,98.0,Africa
Namibia,03/31/21,44139,105.0,Africa
Nepal,03/31/21,277309,51.0,Asia
Netherlands,03/31/21,1292806,21.0,Europe
New Zealand,03/31/21,2501,161.0,Oceania
Nicaragua,03/31/21,6677,145.0,North America
Niger,03/31/21,5001,149.0,Africa
Nigeria,03/31/21,162891,74.0,Africa
North Macedonia,03/31/21,130022,80.0,
Norway,03/31/21,96079,88.0,Europe
Oman,03/31/21,159218,76.0,Asia
Pakistan,03/31/21,672931,31.0,Asia
Palau,03/31/21,0,183.0,Oceania
Panama,03/31/21,355051,44.0,North America
Papua New Guinea,03/31/21,5991,147.0,Oceania
Paraguay,03/31/21,214667,66.0,South America
Peru,03/31/21,1548807,17.0,South America
Philippines,03/31/21,747288,30.0,Asia
Poland,03/31/21,2321717,13.0,Europe
Portugal,03/31/21,821722,28.0,Europe
Qatar,03/31/21,179964,72.0,Asia
Romania,03/31/21,952803,24.0,Europe
Russia,03/31/21,4494234,5.0,Asia
Rwanda,03/31/21,21783,121.0,Africa
Saint Lucia,03/31/21,4238,152.0,North America
Saint Vincent and the Grenadines,03/31/21,1748,166.0,North America
Samoa,03/31/21,3,180.0,Oceania
San Marino,03/31/21,4730,150.0,Europe
Sao Tome and Principe,03/31/21,2223,164.0,Africa
Saudi Arabia,03/31/21,390007,42.0,Asia
Senegal,03/31/21,38705,110.0,Africa
Serbia,03/31/21,600596,36.0,Europe
Seychelles,03/31/21,4135,153.0,Africa
Sierra Leone,03/31/21,3980,154.0,Africa
Singapore,03/31/21,60381,101.0,Asia
Slovakia,03/31/21,361185,43.0,Europe
Slovenia,03/31/21,215602,65.0,Europe
Solomon Islands,03/31/21,19,178.0,Oceania
Somalia,03/31/21,11398,132.0,Africa
South Africa,03/31/21,1548157,18.0,Africa
South Sudan,03/31/21,10165,136.0,Africa
Spain,03/31/21,3284353,9.0,Europe
Sri Lanka,03/31/21,92706,89.0,Asia
Sudan,03/31/21,31833,113.0,Africa
Suriname,03/31/21,9122,139.0,South America
Sweden,03/31/21,804886,29.0,Europe
Switzerland,03/31/21,601124,35.0,Europe
Taiwan*,03/31/21,1030,168.0,
Tajikistan,03/31/21,13308,127.0,Asia
Tanzania,03/31/21,509,172.0,Africa
Thailand,03/31/21,28863,116.0,Asia
Timor-Leste,03/31/21,604,171.0,
Togo,03/31/21,10249,135.0,Africa
Trinidad and Tobago,03/31/21,8026,141.0,North America
Tunisia,03/31/21,254018,56.0,Africa
Turkey,03/31/21,3317182,8.0,Asia
US,03/31/21,30465116,1.0,North America
Uganda,03/31/21,40867,107.0,Africa
Ukraine,03/31/21,1725029,16.0,Europe
United Arab Emirates,03/31/21,461444,41.0,Asia
United Kingdom,03/31/21,4359982,6.0,Europe
Uruguay,03/31/21,105549,84.0,South America
Uzbekistan,03/31/21,82869,95.0,Asia
Vanuatu,03/31/21,3,181.0,Oceania
Venezuela,03/31/21,160497,75.0,South America
Vietnam,03/31/21,2603,160.0,Asia
West Bank and Gaza,03/31/21,242353,58.0,
Zambia,03/31/21,88418,94.0,Africa
Zimbabwe,03/31/21,36882,111.0,Africa
Afghanistan,04/01/21,56517,103.0,Asia
Albania,04/01/21,125506,81.0,Europe
Algeria,04/01/21,117304,82.0,Africa
Andorra,04/01/21,12053,131.0,Europe
Angola,04/01/21,22399,120.0,Africa
Antigua and Barbuda,04/01/21,1147,167.0,North America
Argentina,04/01/21,2363251,12.0,South America
Armenia,04/01/21,193736,70.0,Europe
Australia,04/01/21,29333,114.0,Oceania
Austria,04/01/21,549592,37.0,Europe
Azerbaijan,04/01/21,263961,55.0,Europe
Bahrain,04/01/21,145380,78.0,Asia
Bangladesh,04/01/21,617764,34.0,Asia
Barbados,04/01/21,3659,157.0,North America
Belarus,04/01/21,323043,48.0,Europe
Belgium,04/01/21,887920,25.0,Europe
Belize,04/01/21,12456,130.0,North America
Benin,04/01/21,7313,143.0,Africa
Bhutan,04/01/21,886,170.0,Asia
Bolivia,04/01/21,273327,53.0,South America
Bosnia and Herzegovina,04/01/21,171324,73.0,Europe
Botswana,04/01/21,40878,108.0,Africa
Brazil,04/01/21,12839844,2.0,South America
Brunei,04/01/21,213,173.0,Asia
Bulgaria,04/01/21,346327,46.0,Europe
Burkina Faso,04/01/21,12774,128.0,Africa
Burundi,04/01/21,2842,158.0,Africa
Cabo Verde,04/01/21,17587,125.0,Africa
Cambodia,04/01/21,2477,162.0,Asia
Cameroon,04/01/21,57337,102.0,Africa
Canada,04/01/21,995249,23.0,North America
Central African Republic,04/01/21,5222,148.0,Africa
Chad,04/01/21,4552,151.0,Africa
Chile,04/01/21,1003406,22.0,South America
China,04/01/21,101754,87.0,Asia
Colombia,04/01/21,2417826,11.0,South America
Comoros,04/01/21,3704,155.0,Africa
Congo (Brazzaville),04/01/21,9681,138.0,
Congo (Kinshasa),04/01/21,28199,117.0,
Costa Rica,04/01/21,216764,65.0,North America
Cote d'Ivoire,04/01/21,43889,106.0,
Croatia,04/01/21,274054,52.0,Europe
Cuba,04/01/21,76276,97.0,North America
Cyprus,04/01/21,46173,104.0,Europe
Czechia,04/01/21,1539617,19.0,
Denmark,04/01/21,231957,61.0,Europe
Djibouti,04/01/21,8180,141.0,Africa
Dominica,04/01/21,164,174.0,North America
Dominican Republic,04/01/21,253196,57.0,North America
Ecuador,04/01/21,330388,47.0,South America
Egypt,04/01/21,202843,68.0,Africa
El Salvador,04/01/21,64875,99.0,North America
Equatorial Guinea,04/01/21,7008,144.0,Africa
Estonia,04/01/21,107253,84.0,Europe
Eswatini,04/01/21,17344,126.0,
Ethiopia,04/01/21,208961,67.0,Africa
Fiji,04/01/21,67,176.0,Oceania
Finland,04/01/21,78106,96.0,Europe
France,04/01/21,4755779,4.0,Europe
Gabon,04/01/21,19550,123.0,Africa
Georgia,04/01/21,282260,50.0,Europe
Germany,04/01/21,2866323,10.0,Europe
Ghana,04/01/21,90583,92.0,Africa
Greece,04/01/21,267172,54.0,Europe
Grenada,04/01/21,155,175.0,North America
Guatemala,04/01/21,194756,69.0,North America
Guinea,04/01/21,20083,122.0,Africa
Guinea-Bissau,04/01/21,3661,156.0,Africa
Guyana,04/01/21,10375,135.0,South America
Haiti,04/01/21,12762,129.0,North America
Holy See,04/01/21,27,177.0,
Honduras,04/01/21,189726,71.0,North America
Hungary,04/01/21,661721,32.0,Europe
Iceland,04/01/21,6205,146.0,Europe
India,04/01/21,12303131,3.0,Asia
Indonesia,04/01/21,1517854,20.0,Asia
Iran,04/01/21,1897314,15.0,Asia
Iraq,04/01/21,856939,26.0,Asia
Ireland,04/01/21,236600,59.0,Europe
Israel,04/01/21,833456,27.0,Asia
Italy,04/01/21,3607083,7.0,Europe
Jamaica,04/01/21,39543,109.0,North America
Japan,04/01/21,477239,39.0,Asia
Jordan,04/01/21,618059,33.0,Asia
Kazakhstan,04/01/21,299626,49.0,Asia
Kenya,04/01/21,135042,79.0,Africa
Kiribati,04/01/21,0,182.0,Oceania
"Korea, South",04/01/21,104194,85.0,Asia
Kosovo,04/01/21,91079,91.0,
Kuwait,04/01/21,233521,60.0,Asia
Kyrgyzstan,04/01/21,88538,94.0,Asia
Latvia,04/01/21,103001,86.0,Europe
Lebanon,04/01/21,471962,40.0,Asia
Lesotho,04/01/21,10706,133.0,Africa
Liberia,04/01/21,2042,165.0,Africa
Libya,04/01/21,159980,77.0,Africa
Liechtenstein,04/01/21,2675,159.0,Europe
Lithuania,04/01/21,217005,63.0,Europe
Luxembourg,04/01/21,61881,100.0,Europe
Madagascar,04/01/21,24696,118.0,Africa
Malawi,04/01/21,33584,112.0,Africa
Malaysia,04/01/21,346678,45.0,Asia
Maldives,04/01/21,24379,119.0,Asia
Mali,04/01/21,10199,136.0,Africa
Malta,04/01/21,29085,115.0,Europe
Marshall Islands,04/01/21,4,179.0,Oceania
Mauritania,04/01/21,17878,124.0,Africa
Mauritius,04/01/21,1039,168.0,Africa
Mexico,04/01/21,2244268,14.0,North America
Moldova,04/01/21,231756,62.0,Europe
Monaco,04/01/21,2305,163.0,Europe
Mongolia,04/01/21,8841,140.0,Asia
Montenegro,04/01/21,91573,90.0,Europe
Morocco,04/01/21,496676,38.0,Africa
Mozambique,04/01/21,67729,98.0,Africa
Namibia,04/01/21,44374,105.0,Africa
Nepal,04/01/21,277461,51.0,Asia
Netherlands,04/01/21,1301127,21.0,Europe
New Zealand,04/01/21,2501,161.0,Oceania
Nicaragua,04/01/21,6677,145.0,North America
Niger,04/01/21,5021,149.0,Africa
Nigeria,04/01/21,162997,74.0,Africa
North Macedonia,04/01/21,131424,80.0,
Norway,04/01/21,96770,88.0,Europe
Oman,04/01/21,160018,76.0,Asia
Pakistan,04/01/21,678165,31.0,Asia
Palau,04/01/21,0,183.0,Oceania
Panama,04/01/21,355499,44.0,North America
Papua New Guinea,04/01/21,6112,147.0,Oceania
Paraguay,04/01/21,216278,66.0,South America
Peru,04/01/21,1561723,17.0,South America
Philippines,04/01/21,756199,30.0,Asia
Poland,04/01/21,2356970,13.0,Europe
Portugal,04/01/21,822314,28.0,Europe
Qatar,04/01/21,180804,72.0,Asia
Romania,04/01/21,958918,24.0,Europe
Russia,04/01/21,4503291,5.0,Asia
Rwanda,04/01/21,21918,121.0,Africa
Saint Lucia,04/01/21,4245,152.0,North America
Saint Vincent and the Grenadines,04/01/21,1750,166.0,North America
Samoa,04/01/21,3,180.0,Oceania
San Marino,04/01/21,4730,150.0,Europe
Sao Tome and Principe,04/01/21,2232,164.0,Africa
Saudi Arabia,04/01/21,390597,42.0,Asia
Senegal,04/01/21,38782,110.0,Africa
Serbia,04/01/21,605406,35.0,Europe
Seychelles,04/01/21,4135,153.0,Africa
Sierra Leone,04/01/21,3981,154.0,Africa
Singapore,04/01/21,60407,101.0,Asia
Slovakia,04/01/21,362489,43.0,Europe
Slovenia,04/01/21,216939,64.0,Europe
Solomon Islands,04/01/21,19,178.0,Oceania
Somalia,04/01/21,11499,132.0,Africa
South Africa,04/01/21,1549451,18.0,Africa
South Sudan,04/01/21,10197,137.0,Africa
Spain,04/01/21,3291394,9.0,Europe
Sri Lanka,04/01/21,92917,89.0,Asia
Sudan,04/01/21,31833,113.0,Africa
Suriname,04/01/21,9122,139.0,South America
Sweden,04/01/21,813191,29.0,Europe
Switzerland,04/01/21,603092,36.0,Europe
Taiwan*,04/01/21,1036,169.0,
Tajikistan,04/01/21,13308,127.0,Asia
Tanzania,04/01/21,509,172.0,Africa
Thailand,04/01/21,28889,116.0,Asia
Timor-Leste,04/01/21,643,171.0,
Togo,04/01/21,10654,134.0,Africa
Trinidad and Tobago,04/01/21,8072,142.0,North America
Tunisia,04/01/21,255308,56.0,Africa
Turkey,04/01/21,3357988,8.0,Asia
US,04/01/21,30544235,1.0,North America
Uganda,04/01/21,40889,107.0,Africa
Ukraine,04/01/21,1742710,16.0,Europe
United Arab Emirates,04/01/21,463759,41.0,Asia
United Kingdom,04/01/21,4364547,6.0,Europe
Uruguay,04/01/21,108188,83.0,South America
Uzbekistan,04/01/21,83050,95.0,Asia
Vanuatu,04/01/21,3,181.0,Oceania
Venezuela,04/01/21,161751,75.0,South America
Vietnam,04/01/21,2617,160.0,Asia
West Bank and Gaza,04/01/21,244645,58.0,
Zambia,04/01/21,88549,93.0,Africa
Zimbabwe,04/01/21,36896,111.0,Africa
Afghanistan,04/02/21,56572,103.0,Asia
Albania,04/02/21,125842,81.0,Europe
Algeria,04/02/21,117429,82.0,Africa
Andorra,04/02/21,12115,131.0,Europe
Angola,04/02/21,22467,120.0,Africa
Antigua and Barbuda,04/02/21,1152,167.0,North America
Argentina,04/02/21,2373153,13.0,South America
Armenia,04/02/21,194852,70.0,Europe
Australia,04/02/21,29341,114.0,Oceania
Austria,04/02/21,552729,37.0,Europe
Azerbaijan,04/02/21,266322,55.0,Europe
Bahrain,04/02/21,146454,78.0,Asia
Bangladesh,04/02/21,624594,33.0,Asia
Barbados,04/02/21,3665,156.0,North America
Belarus,04/02/21,324694,48.0,Europe
Belgium,04/02/21,892585,25.0,Europe
Belize,04/02/21,12456,130.0,North America
Benin,04/02/21,7313,143.0,Africa
Bhutan,04/02/21,889,170.0,Asia
Bolivia,04/02/21,273947,53.0,South America
Bosnia and Herzegovina,04/02/21,173478,73.0,Europe
Botswana,04/02/21,40878,108.0,Africa
Brazil,04/02/21,12910082,2.0,South America
Brunei,04/02/21,213,173.0,Asia
Bulgaria,04/02/21,350340,45.0,Europe
Burkina Faso,04/02/21,12791,128.0,Africa
Burundi,04/02/21,2842,158.0,Africa
Cabo Verde,04/02/21,17717,125.0,Africa
Cambodia,04/02/21,2546,161.0,Asia
Cameroon,04/02/21,57337,102.0,Africa
Canada,04/02/21,998882,23.0,North America
Central African Republic,04/02/21,5245,148.0,Africa
Chad,04/02/21,4573,151.0,Africa
Chile,04/02/21,1011485,22.0,South America
China,04/02/21,101799,87.0,Asia
Colombia,04/02/21,2428048,11.0,South America
Comoros,04/02/21,3712,155.0,Africa
Congo (Brazzaville),04/02/21,9681,138.0,
Congo (Kinshasa),04/02/21,28217,117.0,
Costa Rica,04/02/21,216764,66.0,North America
Cote d'Ivoire,04/02/21,44445,106.0,
Croatia,04/02/21,276416,52.0,Europe
Cuba,04/02/21,77353,97.0,North America
Cyprus,04/02/21,46878,104.0,Europe
Czechia,04/02/21,1545865,19.0,
Denmark,04/02/21,232665,62.0,Europe
Djibouti,04/02/21,8431,141.0,Africa
Dominica,04/02/21,165,174.0,North America
Dominican Republic,04/02/21,253781,57.0,North America
Ecuador,04/02/21,332038,47.0,South America
Egypt,04/02/21,203546,68.0,Africa
El Salvador,04/02/21,65030,99.0,North America
Equatorial Guinea,04/02/21,7008,144.0,Africa
Estonia,04/02/21,108418,84.0,Europe
Eswatini,04/02/21,17347,126.0,
Ethiopia,04/02/21,211314,67.0,Africa
Fiji,04/02/21,67,176.0,Oceania
Finland,04/02/21,78672,96.0,Europe
France,04/02/21,4802457,4.0,Europe
Gabon,04/02/21,19863,123.0,Africa
Georgia,04/02/21,282789,50.0,Europe
Germany,04/02/21,2882356,10.0,Europe
Ghana,04/02/21,90674,92.0,Africa
Greece,04/02/21,270230,54.0,Europe
Grenada,04/02/21,155,175.0,North America
Guatemala,04/02/21,195036,69.0,North America
Guinea,04/02/21,20228,122.0,Africa
Guinea-Bissau,04/02/21,3661,157.0,Africa
Guyana,04/02/21,10446,135.0,South America
Haiti,04/02/21,12788,129.0,North America
Holy See,04/02/21,27,177.0,
Honduras,04/02/21,189726,71.0,North America
Hungary,04/02/21,670776,32.0,Europe
Iceland,04/02/21,6205,147.0,Europe
India,04/02/21,12392260,3.0,Asia
Indonesia,04/02/21,1523179,20.0,Asia
Iran,04/02/21,1908974,15.0,Asia
Iraq,04/02/21,862821,26.0,Asia
Ireland,04/02/21,237187,59.0,Europe
Israel,04/02/21,833707,27.0,Asia
Italy,04/02/21,3629000,7.0,Europe
Jamaica,04/02/21,39967,109.0,North America
Japan,04/02/21,479953,39.0,Asia
Jordan,04/02/21,622833,34.0,Asia
Kazakhstan,04/02/21,301818,49.0,Asia
Kenya,04/02/21,136893,79.0,Africa
Kiribati,04/02/21,0,182.0,Oceania
"Korea, South",04/02/21,104736,85.0,Asia
Kosovo,04/02/21,91079,91.0,
Kuwait,04/02/21,234754,60.0,Asia
Kyrgyzstan,04/02/21,88700,94.0,Asia
Latvia,04/02/21,103588,86.0,Europe
Lebanon,04/02/21,474925,40.0,Asia
Lesotho,04/02/21,10706,134.0,Africa
Liberia,04/02/21,2042,165.0,Africa
Libya,04/02/21,161088,76.0,Africa
Liechtenstein,04/02/21,2678,159.0,Europe
Lithuania,04/02/21,217865,65.0,Europe
Luxembourg,04/02/21,62105,100.0,Europe
Madagascar,04/02/21,24968,118.0,Africa
Malawi,04/02/21,33639,112.0,Africa
Malaysia,04/02/21,347972,46.0,Asia
Maldives,04/02/21,24548,119.0,Asia
Mali,04/02/21,10285,136.0,Africa
Malta,04/02/21,29127,115.0,Europe
Marshall Islands,04/02/21,4,179.0,Oceania
Mauritania,04/02/21,17904,124.0,Africa
Mauritius,04/02/21,1095,168.0,Africa
Mexico,04/02/21,2247357,14.0,North America
Moldova,04/02/21,233136,61.0,Europe
Monaco,04/02/21,2320,163.0,Europe
Mongolia,04/02/21,9598,139.0,Asia
Montenegro,04/02/21,91906,90.0,Europe
Morocco,04/02/21,497257,38.0,Africa
Mozambique,04/02/21,67923,98.0,Africa
Namibia,04/02/21,44581,105.0,Africa
Nepal,04/02/21,277640,51.0,Asia
Netherlands,04/02/21,1308774,21.0,Europe
New Zealand,04/02/21,2501,162.0,Oceania
Nicaragua,04/02/21,6677,145.0,North America
Niger,04/02/21,5021,149.0,Africa
Nigeria,04/02/21,163063,74.0,Africa
North Macedonia,04/02/21,132740,80.0,
Norway,04/02/21,97410,88.0,Europe
Oman,04/02/21,160018,77.0,Asia
Pakistan,04/02/21,682888,31.0,Asia
Palau,04/02/21,0,183.0,Oceania
Panama,04/02/21,355850,44.0,North America
Papua New Guinea,04/02/21,6475,146.0,Oceania
Paraguay,04/02/21,217886,64.0,South America
Peru,04/02/21,1568345,17.0,South America
Philippines,04/02/21,771497,30.0,Asia
Poland,04/02/21,2387511,12.0,Europe
Portugal,04/02/21,822862,28.0,Europe
Qatar,04/02/21,181678,72.0,Asia
Romania,04/02/21,964726,24.0,Europe
Russia,04/02/21,4511973,5.0,Asia
Rwanda,04/02/21,22167,121.0,Africa
Saint Lucia,04/02/21,4265,152.0,North America
Saint Vincent and the Grenadines,04/02/21,1754,166.0,North America
Samoa,04/02/21,3,180.0,Oceania
San Marino,04/02/21,4775,150.0,Europe
Sao Tome and Principe,04/02/21,2236,164.0,Africa
Saudi Arabia,04/02/21,391325,42.0,Asia
Senegal,04/02/21,38889,110.0,Africa
Serbia,04/02/21,610232,35.0,Europe
Seychelles,04/02/21,4259,153.0,Africa
Sierra Leone,04/02/21,3987,154.0,Africa
Singapore,04/02/21,60450,101.0,Asia
Slovakia,04/02/21,363874,43.0,Europe
Slovenia,04/02/21,218114,63.0,Europe
Solomon Islands,04/02/21,19,178.0,Oceania
Somalia,04/02/21,11499,132.0,Africa
South Africa,04/02/21,1550724,18.0,Africa
South Sudan,04/02/21,10219,137.0,Africa
Spain,04/02/21,3291394,9.0,Europe
Sri Lanka,04/02/21,93128,89.0,Asia
Sudan,04/02/21,31833,113.0,Africa
Suriname,04/02/21,9130,140.0,South America
Sweden,04/02/21,813191,29.0,Europe
Switzerland,04/02/21,605342,36.0,Europe
Taiwan*,04/02/21,1039,169.0,
Tajikistan,04/02/21,13308,127.0,Asia
Tanzania,04/02/21,509,172.0,Africa
Thailand,04/02/21,28947,116.0,Asia
Timor-Leste,04/02/21,677,171.0,
Togo,04/02/21,10848,133.0,Africa
Trinidad and Tobago,04/02/21,8116,142.0,North America
Tunisia,04/02/21,256931,56.0,Africa
Turkey,04/02/21,3400296,8.0,Asia
US,04/02/21,30614122,1.0,North America
Uganda,04/02/21,40924,107.0,Africa
Ukraine,04/02/21,1762713,16.0,Europe
United Arab Emirates,04/02/21,465939,41.0,Asia
United Kingdom,04/02/21,4367969,6.0,Europe
Uruguay,04/02/21,111568,83.0,South America
Uzbekistan,04/02/21,83239,95.0,Asia
Vanuatu,04/02/21,3,181.0,Oceania
Venezuela,04/02/21,162730,75.0,South America
Vietnam,04/02/21,2620,160.0,Asia
West Bank and Gaza,04/02/21,246893,58.0,
Zambia,04/02/21,88730,93.0,Africa
Zimbabwe,04/02/21,36903,111.0,Africa
Afghanistan,04/03/21,56595,103.0,Asia
Albania,04/03/21,126183,81.0,Europe
Algeria,04/03/21,117524,82.0,Africa
Andorra,04/03/21,12174,131.0,Europe
Angola,04/03/21,22579,120.0,Africa
Antigua and Barbuda,04/03/21,1170,167.0,North America
Argentina,04/03/21,2383537,13.0,South America
Armenia,04/03/21,196044,69.0,Europe
Australia,04/03/21,29348,114.0,Oceania
Austria,04/03/21,556012,37.0,Europe
Azerbaijan,04/03/21,268174,55.0,Europe
Bahrain,04/03/21,147770,78.0,Asia
Bangladesh,04/03/21,630277,33.0,Asia
Barbados,04/03/21,3668,156.0,North America
Belarus,04/03/21,326065,48.0,Europe
Belgium,04/03/21,897474,25.0,Europe
Belize,04/03/21,12456,130.0,North America
Benin,04/03/21,7313,143.0,Africa
Bhutan,04/03/21,891,170.0,Asia
Bolivia,04/03/21,274467,53.0,South America
Bosnia and Herzegovina,04/03/21,173478,73.0,Europe
Botswana,04/03/21,40878,108.0,Africa
Brazil,04/03/21,12953597,2.0,South America
Brunei,04/03/21,214,173.0,Asia
Bulgaria,04/03/21,352259,45.0,Europe
Burkina Faso,04/03/21,12803,128.0,Africa
Burundi,04/03/21,2911,158.0,Africa
Cabo Verde,04/03/21,17821,125.0,Africa
Cambodia,04/03/21,2689,159.0,Asia
Cameroon,04/03/21,57337,102.0,Africa
Canada,04/03/21,1005978,23.0,North America
Central African Republic,04/03/21,5245,148.0,Africa
Chad,04/03/21,4589,151.0,Africa
Chile,04/03/21,1019478,22.0,South America
China,04/03/21,101821,87.0,Asia
Colombia,04/03/21,2437197,11.0,South America
Comoros,04/03/21,3712,155.0,Africa
Congo (Brazzaville),04/03/21,9681,138.0,
Congo (Kinshasa),04/03/21,28292,117.0,
Costa Rica,04/03/21,216764,66.0,North America
Cote d'Ivoire,04/03/21,44618,106.0,
Croatia,04/03/21,278650,51.0,Europe
Cuba,04/03/21,78382,97.0,North America
Cyprus,04/03/21,47282,104.0,Europe
Czechia,04/03/21,1549734,19.0,
Denmark,04/03/21,233410,62.0,Europe
Djibouti,04/03/21,8509,141.0,Africa
Dominica,04/03/21,165,174.0,North America
Dominican Republic,04/03/21,254136,57.0,North America
Ecuador,04/03/21,333175,47.0,South America
Egypt,04/03/21,204256,68.0,Africa
El Salvador,04/03/21,65180,99.0,North America
Equatorial Guinea,04/03/21,7008,144.0,Africa
Estonia,04/03/21,108937,84.0,Europe
Eswatini,04/03/21,17349,126.0,
Ethiopia,04/03/21,213311,67.0,Africa
Fiji,04/03/21,67,176.0,Oceania
Finland,04/03/21,79094,96.0,Europe
France,04/03/21,4802545,4.0,Europe
Gabon,04/03/21,19863,123.0,Africa
Georgia,04/03/21,283369,50.0,Europe
Germany,04/03/21,2886029,10.0,Europe
Ghana,04/03/21,90674,92.0,Africa
Greece,04/03/21,273459,54.0,Europe
Grenada,04/03/21,155,175.0,North America
Guatemala,04/03/21,195239,70.0,North America
Guinea,04/03/21,20319,122.0,Africa
Guinea-Bissau,04/03/21,3661,157.0,Africa
Guyana,04/03/21,10540,135.0,South America
Haiti,04/03/21,12788,129.0,North America
Holy See,04/03/21,27,177.0,
Honduras,04/03/21,190142,71.0,North America
Hungary,04/03/21,679413,32.0,Europe
Iceland,04/03/21,6225,147.0,Europe
India,04/03/21,12485509,3.0,Asia
Indonesia,04/03/21,1527524,20.0,Asia
Iran,04/03/21,1920394,15.0,Asia
Iraq,04/03/21,868200,26.0,Asia
Ireland,04/03/21,237695,59.0,Europe
Israel,04/03/21,834070,27.0,Asia
Italy,04/03/21,3650247,7.0,Europe
Jamaica,04/03/21,40449,109.0,North America
Japan,04/03/21,482704,39.0,Asia
Jordan,04/03/21,626875,34.0,Asia
Kazakhstan,04/03/21,303922,49.0,Asia
Kenya,04/03/21,138077,79.0,Africa
Kiribati,04/03/21,0,182.0,Oceania
"Korea, South",04/03/21,105279,85.0,Asia
Kosovo,04/03/21,91079,91.0,
Kuwait,04/03/21,235989,60.0,Asia
Kyrgyzstan,04/03/21,88842,93.0,Asia
Latvia,04/03/21,103867,86.0,Europe
Lebanon,04/03/21,477113,40.0,Asia
Lesotho,04/03/21,10707,134.0,Africa
Liberia,04/03/21,2042,165.0,Africa
Libya,04/03/21,161088,76.0,Africa
Liechtenstein,04/03/21,2679,160.0,Europe
Lithuania,04/03/21,218878,65.0,Europe
Luxembourg,04/03/21,62105,100.0,Europe
Madagascar,04/03/21,25262,118.0,Africa
Malawi,04/03/21,33647,112.0,Africa
Malaysia,04/03/21,349610,46.0,Asia
Maldives,04/03/21,24651,119.0,Asia
Mali,04/03/21,10432,136.0,Africa
Malta,04/03/21,29189,115.0,Europe
Marshall Islands,04/03/21,4,179.0,Oceania
Mauritania,04/03/21,17917,124.0,Africa
Mauritius,04/03/21,1104,168.0,Africa
Mexico,04/03/21,2249195,14.0,North America
Moldova,04/03/21,234394,61.0,Europe
Monaco,04/03/21,2326,163.0,Europe
Mongolia,04/03/21,9598,139.0,Asia
Montenegro,04/03/21,92222,90.0,Europe
Morocco,04/03/21,497832,38.0,Africa
Mozambique,04/03/21,68005,98.0,Africa
Namibia,04/03/21,44683,105.0,Africa
Nepal,04/03/21,277768,52.0,Asia
Netherlands,04/03/21,1316913,21.0,Europe
New Zealand,04/03/21,2501,162.0,Oceania
Nicaragua,04/03/21,6677,145.0,North America
Niger,04/03/21,5028,149.0,Africa
Nigeria,04/03/21,163113,75.0,Africa
North Macedonia,04/03/21,134134,80.0,
Norway,04/03/21,98102,88.0,Europe
Oman,04/03/21,160018,77.0,Asia
Pakistan,04/03/21,687908,31.0,Asia
Palau,04/03/21,0,183.0,Oceania
Panama,04/03/21,356073,44.0,North America
Papua New Guinea,04/03/21,6619,146.0,Oceania
Paraguay,04/03/21,219393,64.0,South America
Peru,04/03/21,1573961,17.0,South America
Philippines,04/03/21,784043,30.0,Asia
Poland,04/03/21,2415584,12.0,Europe
Portugal,04/03/21,823142,28.0,Europe
Qatar,04/03/21,182548,72.0,Asia
Romania,04/03/21,970224,24.0,Europe
Russia,04/03/21,4520879,5.0,Asia
Rwanda,04/03/21,22243,121.0,Africa
Saint Lucia,04/03/21,4273,153.0,North America
Saint Vincent and the Grenadines,04/03/21,1755,166.0,North America
Samoa,04/03/21,3,180.0,Oceania
San Marino,04/03/21,4775,150.0,Europe
Sao Tome and Principe,04/03/21,2240,164.0,Africa
Saudi Arabia,04/03/21,392009,42.0,Asia
Senegal,04/03/21,38953,110.0,Africa
Serbia,04/03/21,614365,35.0,Europe
Seychelles,04/03/21,4290,152.0,Africa
Sierra Leone,04/03/21,3987,154.0,Africa
Singapore,04/03/21,60468,101.0,Asia
Slovakia,04/03/21,364622,43.0,Europe
Slovenia,04/03/21,219420,63.0,Europe
Solomon Islands,04/03/21,19,178.0,Oceania
Somalia,04/03/21,11504,132.0,Africa
South Africa,04/03/21,1551501,18.0,Africa
South Sudan,04/03/21,10255,137.0,Africa
Spain,04/03/21,3300965,9.0,Europe
Sri Lanka,04/03/21,93295,89.0,Asia
Sudan,04/03/21,31833,113.0,Africa
Suriname,04/03/21,9153,140.0,South America
Sweden,04/03/21,813191,29.0,Europe
